번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,소재지전화,도로명전체주소,도로명우편번호,사업장명,데이터갱신구분,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명
8043,동물병원,02_03_01_P,3670000,3.67E+17,2014-06-09,,3,폐업,2,042-477-1934,"대전광역시 유성구 동서대로179번길 70, 201호 (덕명동, 이화빌딩)",34159,엘비씨,I,226645.5746,316404.2343,동물병원
8044,동물병원,02_03_01_P,3670000,3.67E+17,2014-08-20,,3,폐업,2,,대전광역시 유성구 대학로203번길 13 (어은동),34139,히스킹덤 동물병원,I,231826.6544,317948.8605,동물병원
8045,동물병원,02_03_01_P,3670000,3.67E+17,2015-03-17,,3,폐업,2,042-825-8461,"대전광역시 유성구 지족로 374, 옥타브상가 B동 114~115호 (지족동)",34077,람보동물병원,U,228448.2477,320687.7332,동물병원
8046,동물병원,02_03_01_P,3670000,3.67E+17,2017-09-14,,3,폐업,2,042-826-7550,대전광역시 유성구 북유성대로 206 (하기동),34098,펫프렌즈 동물병원,U,228791.5619,320417.927,동물병원
8047,동물병원,02_03_01_P,3330000,3.33E+17,1999-07-28,,3,폐업,2,702-7582,"부산광역시 해운대구 좌동순환로 174, 203호 (좌동)",48078,순풍동물병원,I,398071.7062,188659.0565,동물병원
8048,동물병원,02_03_01_P,3330000,3.33E+17,1999-11-26,,3,폐업,2,747-7427,,,수비동물병원,I,,,동물병원
8049,동물병원,02_03_01_P,3330000,3.33E+17,1998-09-07,,3,폐업,2,704-4376~7,,,화목동물병원,I,,,동물병원
8050,동물병원,02_03_01_P,3330000,3.33E+17,1998-09-17,,3,폐업,2,742-9301,,,한국동물병원,I,,,동물병원
8051,동물병원,02_03_01_P,3330000,3.33E+17,2002-06-07,,3,폐업,2,703-2327,,,마린동물병원,I,,,동물병원
8052,동물병원,02_03_01_P,3300000,3.3E+17,2014-05-13,,3,폐업,2,051-504-7765,부산광역시 동래구 아시아드대로 207 (온천동),47852,온천동물병원,I,388057.9041,191229.0182,동물병원
8053,동물병원,02_03_01_P,3300000,3.3E+17,2016-07-08,,3,폐업,2,051-668-2769,"부산광역시 동래구 중앙대로 1393 (온천동, 롯데마트 1층)",47727,위즈펫 동물병원 동래점,I,389097.8009,192260.8116,동물병원
8054,동물병원,02_03_01_P,3300000,3.3E+17,1996-10-23,,3,폐업,2,553-0330,부산광역시 동래구 충렬대로107번길 6 (온천동),,닥터제이 동물병원,I,388676.7143,191714.6316,동물병원
8055,동물병원,02_03_01_P,3300000,3.3E+17,2000-03-03,,3,폐업,2,529-2991,부산광역시 동래구 충렬대로 435 (안락동),47791,대일종합동물병원,U,391745.0539,190618.1055,동물병원
8056,동물병원,02_03_01_P,3300000,3.3E+17,2003-02-05,,3,폐업,2,051-504-7765,부산광역시 동래구 아시아드대로 131 (사직동),,24시동물병원,I,388053.5853,190490.572,동물병원
8057,동물병원,02_03_01_P,3300000,3.3E+17,2004-06-11,,3,폐업,2,,,,동래동물병원,I,,,동물병원
8058,동물병원,02_03_01_P,3300000,3.3E+17,2004-08-24,,3,폐업,2,505-7578,"부산광역시 동래구 아시아드대로 209, 2층 (온천동, 지영아이니드빌)",47851,사직동물병원,U,388064.6091,191257.7432,동물병원
8059,동물병원,02_03_01_P,3300000,3.3E+17,2012-12-07,,3,폐업,2,515037501,부산광역시 동래구 사직북로 9 (사직동),47865,스토리동물병원,I,387591.0273,190564.6435,동물병원
8060,동물병원,02_03_01_P,3300000,3.3E+17,2013-01-02,,3,폐업,2,503-7501,부산광역시 동래구 사직북로 9 (사직동),47865,스토리동물병원,U,387591.0273,190564.6435,동물병원
8061,동물병원,02_03_01_P,3300000,3.3E+17,2006-07-07,,3,폐업,2,503-7501,부산광역시 동래구 사직북로 9 (사직동),47865,김태훈 동물병원,I,387591.0273,190564.6435,동물병원
8062,동물병원,02_03_01_P,3300000,3.3E+17,2013-08-22,,3,폐업,2,051-555-7975,부산광역시 동래구 중앙대로1381번길 5 (온천동),47728,동래 롯데 종합동물병원,U,389109.5746,192112.8216,동물병원
8063,동물병원,02_03_01_P,3300000,3.3E+17,2013-12-03,,3,폐업,2,051-668-2769,부산광역시 동래구 중앙대로 1393 (온천동),47727,위즈펫 동물병원,I,389097.8009,192260.8116,동물병원
8064,동물병원,02_03_01_P,3300000,3.3E+17,2014-01-16,,3,폐업,2,051-512-7582,부산광역시 동래구 사직북로 26 (사직동),47859,자이언츠 동물병원,U,387579.2803,190716.1761,동물병원
8065,동물병원,02_03_01_P,3300000,3.3E+17,1991-06-07,,3,폐업,2,553-4409,부산광역시 동래구 금강공원로 11-1 (온천동),47711,류태현동물병원,U,389584.1651,193008.3248,동물병원
8066,동물병원,02_03_01_P,5330000,5.33E+17,1999-08-25,,3,폐업,2,055-648-1196,경상남도 통영시 무전4길 10 (무전동),53044,세종동물병원,U,330158.2223,152171.6389,동물병원
8067,동물병원,02_03_01_P,5670000,5.67E+17,2009-03-25,,3,폐업,2,055-237-7555,"경상남도 창원시 의창구 지귀로 18, 1호 (봉곡동,1층)",,하박사 동물병원,I,350089.4358,195214.9142,동물병원
8068,동물병원,02_03_01_P,5670000,5.67E+17,2009-04-16,,3,폐업,2,055-299-8275,"경상남도 창원시 의창구 의창대로211번길 2, 106호 (서상동,목화상가)",,의창동물병원,I,347459.4248,197055.7265,동물병원
8069,동물병원,02_03_01_P,5670000,5.67E+17,2009-04-22,,3,폐업,2,055-287-0279,"경상남도 창원시 성산구 용지로133번길 17 (중앙동,1층)",,튼튼동물병원,U,352725.4759,193383.3623,동물병원
8070,동물병원,02_03_01_P,5670000,5.67E+17,2009-06-16,,3,폐업,2,055-265-7579,"경상남도 창원시 의창구 도계로 52 (도계동,(1층))",,러브동물병원,I,348911.6628,196820.6569,동물병원
8071,동물병원,02_03_01_P,5670000,5.67E+17,2009-03-23,,3,폐업,2,271-8777,,,연성동물병원.약품,I,,,동물병원
8072,동물병원,02_03_01_P,5670000,5.67E+17,2009-11-26,,3,폐업,2,055-295-5014,경상남도 창원시 마산회원구 양덕서로 47 (양덕동),51317,펫유동물병원,U,343903.2328,193380.2318,동물병원
8073,동물병원,02_03_01_P,5670000,5.67E+17,2009-02-12,,3,폐업,2,055-541-0075,경상남도 창원시 진해구 여좌로 8 (여좌동),51694,센텀동물병원,I,351742.9526,185003.2204,동물병원
8074,동물병원,02_03_01_P,5670000,5.67E+17,2009-07-01,,3,폐업,2,055-543-4068,경상남도 창원시 진해구 충장로297번길 34 (경화동),,나라동물병원,I,353419.2767,185454.9469,동물병원
8075,동물병원,02_03_01_P,5670000,5.67E+17,2010-03-22,,3,폐업,2,055-266-7581,"경상남도 창원시 성산구 단정로 32, 4층 403호 (상남동)",51503,베스트 종합동물병원,I,353222.0697,192443.9147,동물병원
8076,동물병원,02_03_01_P,5670000,5.67E+17,2010-12-29,,3,폐업,2,,"경상남도 창원시 성산구 중앙대로 123 (중앙동,롯데마트 4층)",,쿨펫동물병원 창원점,I,352898.7929,193096.3896,동물병원
8077,동물병원,02_03_01_P,5670000,5.67E+17,2000-01-29,,3,폐업,2,,,,우리동물병원,I,354621.265,191736.1438,동물병원
8078,동물병원,02_03_01_P,5670000,5.67E+17,2000-01-27,,3,폐업,2,545-9099,경상남도 창원시 진해구 충장로 110 (충무동),51679,푸른종합동물병원,I,351553.9748,184924.5242,동물병원
8079,동물병원,02_03_01_P,5670000,5.67E+17,2001-03-15,,3,폐업,2,,,,남양동물병원,I,,,동물병원
8080,동물병원,02_03_01_P,5670000,5.67E+17,2001-03-15,,3,폐업,2,,,,중앙동물병원,I,,,동물병원
8081,동물병원,02_03_01_P,5670000,5.67E+17,1998-08-27,,3,폐업,2,,"경상남도 창원시 의창구 의창대로211번길 2 (서상동,목화데파트106호)",,의창동물병원,I,347459.4248,197055.7265,동물병원
8082,동물병원,02_03_01_P,5670000,5.67E+17,1998-03-04,,3,폐업,2,,,,의창동물병원,I,,,동물병원
8083,동물병원,02_03_01_P,5670000,5.67E+17,2014-03-18,,3,폐업,2,055-262-5152,"경상남도 창원시 성산구 안민안길 20, 2층 204호 (안민동, 한솔프라자)",51548,강애동물병원,U,354021.936,188796.9472,동물병원
8084,동물병원,02_03_01_P,5670000,5.67E+17,1999-02-28,,3,폐업,2,055-231-7555,경상남도 창원시 마산회원구 내서읍 호원로 191,,중리동물병원,I,338369.5337,195645.5254,동물병원
8085,동물병원,02_03_01_P,5670000,5.67E+17,1999-11-20,,3,폐업,2,055-245-0975,경상남도 창원시 마산합포구 합포로 88 (오동동),,하나동물병원,I,343823.8153,190848.0887,동물병원
8086,동물병원,02_03_01_P,5670000,5.67E+17,2001-11-01,,3,폐업,2,,,,열린동물병원,I,,,동물병원
8087,동물병원,02_03_01_P,5670000,5.67E+17,2001-07-26,,3,폐업,2,,경상남도 창원시 마산회원구 내서읍 구미길 5,,현대동물병원,I,338374.5973,195903.3044,동물병원
8088,동물병원,02_03_01_P,5670000,5.67E+17,2002-10-01,,3,폐업,2,,,,참좋은동물병원,I,,,동물병원
8089,동물병원,02_03_01_P,5670000,5.67E+17,2002-10-14,,3,폐업,2,,"경상남도 창원시 성산구 용지로 94 (중앙동,뉴올림피아상가1층101호)",,프란다스동물병원,I,352685.4214,192913.1935,동물병원
8090,동물병원,02_03_01_P,5670000,5.67E+17,2002-07-05,,3,폐업,2,055-255-7585,경상남도 창원시 마산회원구 양덕북10길 23 (양덕동),51364,한일종합동물병원,I,344137.7842,193745.7318,동물병원
8091,동물병원,02_03_01_P,5670000,5.67E+17,2002-09-16,,3,폐업,2,055-296-4400,경상남도 창원시 마산회원구 3·15대로 809 (합성동),51209,위드펫동물병원,I,344297.0639,194948.5377,동물병원
8092,동물병원,02_03_01_P,5670000,5.67E+17,2002-12-17,,3,폐업,2,,경상남도 창원시 마산합포구 3·15대로 419 (상남동),,에덴동물병원,U,343374.7702,191462.1395,동물병원
8093,동물병원,02_03_01_P,5670000,5.67E+17,2003-08-29,,3,폐업,2,055-287-0075,"경상남도 창원시 성산구 마디미서로 26 (상남동,한독빌딩 1층 103호)",,경상동물병원롯데점,I,353116.844,192804.8059,동물병원
8094,동물병원,02_03_01_P,5670000,5.67E+17,1988-01-18,,3,폐업,2,055-293-9111,경상남도 창원시 마산합포구 진동면 성산길 24,51792,우정동물병원,I,335679.3709,180647.1877,동물병원
8095,동물병원,02_03_01_P,5670000,5.67E+17,1988-12-17,,3,폐업,2,543-1123,경상남도 창원시 진해구 해원로 5 (이동),51675,진해동물병원,I,354351.7614,185169.0715,동물병원
8096,동물병원,02_03_01_P,5670000,5.67E+17,1989-04-19,,3,폐업,2,055-246-6768,경상남도 창원시 마산합포구 3·15대로 270-2 (서성동),51732,국제동물병원,I,342716.1681,190353.4321,동물병원
8097,동물병원,02_03_01_P,5670000,5.67E+17,1991-08-29,,3,폐업,2,055-263-5144,"경상남도 창원시 성산구 원이대로 656 (상남동,대한상가104호)",,경상동물병원,I,353347.2265,192964.2042,동물병원
8098,동물병원,02_03_01_P,5670000,5.67E+17,1991-12-12,,3,폐업,2,,,,조명호동물병원,I,,,동물병원
8099,동물병원,02_03_01_P,5670000,5.67E+17,1993-07-02,,3,폐업,2,541-0075,,,중앙동물병원,I,351730.4989,185016.8907,동물병원
8100,동물병원,02_03_01_P,5670000,5.67E+17,1994-02-15,,3,폐업,2,055-296-4400,경상남도 창원시 마산회원구 3·15대로 807 (합성동),,박동물병원,I,344283.0621,194930.13,동물병원
8101,동물병원,02_03_01_P,5670000,5.67E+17,1994-08-31,,3,폐업,2,055-271-7056,경상남도 창원시 마산합포구 진동면 진북산업로 41,51793,진동동물병원,U,335555.058,181087.0408,동물병원
8102,동물병원,02_03_01_P,5670000,5.67E+17,1995-01-23,,3,폐업,2,,,,권동물병원,I,,,동물병원
8103,동물병원,02_03_01_P,5670000,5.67E+17,1995-01-26,,3,폐업,2,055-246-9989,경상남도 창원시 마산합포구 3·15대로 26 (월남동4가),51743,신마산동물병원,I,341963.3154,188109.7066,동물병원
8104,동물병원,02_03_01_P,5670000,5.67E+17,1982-02-19,,3,폐업,2,055-256-2478,경상남도 창원시 마산회원구 회성남10길 3 (회성동),51311,박수의과동물병원,I,341843.8629,193818.0139,동물병원
8105,동물병원,02_03_01_P,5670000,5.67E+17,1995-05-18,,3,폐업,2,543-4068,,,나라동물병원,I,351730.4989,185016.8907,동물병원
8106,동물병원,02_03_01_P,5330000,5.33E+17,1990-08-21,,3,폐업,2,646-1550,,,가나동물병원,I,,,동물병원
8107,동물병원,02_03_01_P,5330000,5.33E+17,1992-07-03,,3,폐업,2,055-643-6667,경상남도 통영시  동호로  46-8 (정량동),,해양수산동물병원,U,330917.8547,150390.8502,동물병원
8108,동물병원,02_03_01_P,5330000,5.33E+17,1993-03-25,,3,폐업,2,055-646-6888,"경상남도 통영시 중앙로 233, 승원동물병원 (북신동)",53059,승원동물병원,U,330496.1985,151245.8405,동물병원
8109,동물병원,02_03_01_P,5330000,5.33E+17,1995-01-16,,3,폐업,2,646-6988,,,제일동물병원,I,,,동물병원
8110,동물병원,02_03_01_P,5330000,5.33E+17,1997-01-30,,3,폐업,2,647-0166,,,경상동물병원,I,330823.7841,150344.1361,동물병원
8111,동물병원,02_03_01_P,5330000,5.33E+17,1997-09-22,,3,폐업,2,647-0204,,,새바다수산동물병원,I,,,동물병원
8112,동물병원,02_03_01_P,5330000,5.33E+17,1998-11-17,,3,폐업,2,648-2251,,,해양수산동물병원,I,,,동물병원
8113,동물병원,02_03_01_P,5330000,5.33E+17,1999-10-11,,3,폐업,2,643-0400,,,우리동물병원,I,,,동물병원
8114,동물병원,02_03_01_P,5330000,5.33E+17,2002-12-03,,3,폐업,2,,,,한울수산동물병원,I,330854.9788,150151.8445,동물병원
8115,동물병원,02_03_01_P,5330000,5.33E+17,2003-03-05,,3,폐업,2,,경상남도 통영시  장좌로  63 (동호동),,한양수산동물병원,I,330879.6647,150188.5677,동물병원
8116,동물병원,02_03_01_P,5330000,5.33E+17,2004-03-17,,3,폐업,2,649-8755,,,한울수산동물병원,I,330854.9788,150151.8445,동물병원
8117,동물병원,02_03_01_P,5330000,5.33E+17,2004-07-23,,3,폐업,2,,,,천하수산동물병원,I,,,동물병원
8118,동물병원,02_03_01_P,5330000,5.33E+17,2005-06-28,,3,폐업,2,055-297-6117,,,통영수산동물병원,I,331069.8842,150548.014,동물병원
8119,동물병원,02_03_01_P,5330000,5.33E+17,2005-06-30,,3,폐업,2,,,,폭시펫동물병원통영점,I,329522.9771,155160.7041,동물병원
8120,동물병원,02_03_01_P,5330000,5.33E+17,2009-04-21,,3,폐업,2,055-646-1550,,,가나동물병원,I,,,동물병원
8121,동물병원,02_03_01_P,5330000,5.33E+17,2009-05-19,,3,폐업,2,055-643-0114,,,현대수산동물병원,I,,,동물병원
8122,동물병원,02_03_01_P,5330000,5.33E+17,2009-06-08,,3,폐업,2,055-643-0114,경상남도 통영시 정동2길 57 (정량동),53050,현대수산동물병원,U,330789.5558,150366.0706,동물병원
8123,동물병원,02_03_01_P,5330000,5.33E+17,2012-03-16,,3,폐업,2,055-646-0095,경상남도 통영시 광도면 죽림4로 19-38,53013,죽림동물병원,I,329621.9273,155088.8236,동물병원
8124,동물병원,02_03_01_P,5330000,5.33E+17,2013-01-04,,3,폐업,2,556487975,"경상남도 통영시 무전대로 57, 2층 (무전동)",53036,24시유앤이동물병원,I,330424.207,152213.0968,동물병원
8125,동물병원,02_03_01_P,5330000,5.33E+17,2013-01-15,,3,폐업,2,556460095,경상남도 통영시 광도면 죽림4로 19-38,53013,죽림동물병원,I,329621.9273,155088.8236,동물병원
8126,동물병원,02_03_01_P,5670000,5.67E+17,2005-10-26,,3,폐업,2,055-232-0975,경상남도 창원시 마산회원구 내서읍 삼계로 2,51236,내서동물병원,I,336880.7046,193602.499,동물병원
8127,동물병원,02_03_01_P,5670000,5.67E+17,2005-03-10,,3,폐업,2,055-544-4172,,,쿨펫동물병원,I,,,동물병원
8128,동물병원,02_03_01_P,5670000,5.67E+17,2005-11-28,,3,폐업,2,055-544-8400,,,쿨펫동물병원,I,,,동물병원
8129,동물병원,02_03_01_P,5670000,5.67E+17,2006-02-02,,3,폐업,2,,"경상남도 창원시 성산구 용지로 94 (중앙동,올림피아상가 지상1층 101호)",,중앙동물병원,I,352685.4214,192913.1935,동물병원
8130,동물병원,02_03_01_P,5670000,5.67E+17,2006-01-03,,3,폐업,2,221-8276,,,탁성태동물병원,I,,,동물병원
8131,동물병원,02_03_01_P,5670000,5.67E+17,2011-03-22,,3,폐업,2,223-2475,경상남도 창원시 마산회원구 회원동15길 11 (회원동),51289,코알라동물병원,I,342974.4938,192263.6114,동물병원
8132,동물병원,02_03_01_P,5670000,5.67E+17,2011-06-07,,3,폐업,2,055-266-7975,,,메디펫 동물병원,I,356109.5521,190326.8341,동물병원
8133,동물병원,02_03_01_P,5670000,5.67E+17,2011-08-30,,3,폐업,2,,경상남도 창원시 의창구 동읍 용잠로 37-7,,김민성 동물병원,I,353542.155,199163.6141,동물병원
8134,동물병원,02_03_01_P,5670000,5.67E+17,2004-09-17,,3,폐업,2,055-240-5800,경상남도 창원시 마산합포구 동서동로 18 (신포동2가),51720,24시야간응급동물병원펫츠올,I,343212.8004,190266.6599,동물병원
8135,동물병원,02_03_01_P,5670000,5.67E+17,2004-03-31,,3,폐업,2,,,,브레멘동물병원,I,,,동물병원
8136,동물병원,02_03_01_P,5670000,5.67E+17,2005-01-05,,3,폐업,2,264-0088,"경상남도 창원시 성산구 상남로 122, 102호 (상남동,롯데메디칼 1층)",,숲속동물병원,I,353183.2903,192903.672,동물병원
8137,동물병원,02_03_01_P,5330000,5.33E+17,2017-03-20,,3,폐업,2,,"경상남도 통영시 장좌로 63 (정량동, 우리수산약품)",53050,가나수산동물병원,U,330879.6647,150188.5677,동물병원
8138,동물병원,02_03_01_P,5670000,5.67E+17,2005-01-07,,3,폐업,2,299-8275,,,의창동물병원,I,,,동물병원
8139,동물병원,02_03_01_P,5670000,5.67E+17,2005-06-30,,3,폐업,2,281-3105,"경상남도 창원시 성산구 대정로 102, 2층 204-1호 (남양동, 개나리3차아파트)",51480,남양동물병원,I,355099.6715,191434.6751,동물병원
8140,동물병원,02_03_01_P,5670000,5.67E+17,2008-12-26,,3,폐업,2,055-262-1209,,,웰빙동물병원,I,353991.9298,192136.2332,동물병원
8141,동물병원,02_03_01_P,5670000,5.67E+17,2008-04-11,,3,폐업,2,055-552-7980,경상남도 창원시 진해구 안골로 308 (안골동),,동인종합동물병원,I,364762.2102,179289.7512,동물병원
8142,동물병원,02_03_01_P,5670000,5.67E+17,2008-09-29,,3,폐업,2,055-541-0075,,,중앙동물병원,I,,,동물병원
8143,동물병원,02_03_01_P,5670000,5.67E+17,2009-01-22,,3,폐업,2,055-263-8275,"경상남도 창원시 성산구 용지로 96, 105호 (중앙동,하이페르상가)",,중앙동물병원,U,352703.6971,192940.5645,동물병원
8144,동물병원,02_03_01_P,5670000,5.67E+17,2011-12-13,,3,폐업,2,,경상남도 창원시 마산회원구 회원동서로 33 (회원동),51289,부산우유동물병원,I,343277.4676,192180.8577,동물병원
8145,동물병원,02_03_01_P,5670000,5.67E+17,1967-03-03,,3,폐업,2,055-271-2050,경상남도 창원시 마산합포구 진동면 삼진의거대로 634-71,51792,삼진가축병원,I,335489.1313,180543.0978,동물병원
8146,동물병원,02_03_01_P,5670000,5.67E+17,1976-01-19,,3,폐업,2,,경상남도 창원시 의창구 천주로 30 (서상동),51195,창원중앙가축병원,U,347179.0507,197343.1574,동물병원
8147,동물병원,02_03_01_P,5670000,5.67E+17,1982-02-19,,3,폐업,2,,,,제일가축병원,I,,,동물병원
8148,동물병원,02_03_01_P,5670000,5.67E+17,2005-08-02,,3,폐업,2,267-7582,경상남도 창원시 성산구 용지로121번길 1 (중앙동),51514,참좋은 동물병원,I,352769.5993,193187.5831,동물병원
8149,동물병원,02_03_01_P,5670000,5.67E+17,2012-05-15,,3,폐업,2,251-8800,"경상남도 창원시 마산회원구 삼호로 56, 6층 (양덕동, 홈플러스마산점)",51320,도그플러스동물병원,I,344300.2568,192639.5151,동물병원
8150,동물병원,02_03_01_P,5670000,5.67E+17,2015-05-20,,3,폐업,2,,"경상남도 창원시 성산구 단정로 10, 3층 302호 (상남동)",51503,창원동물 CT MRI 센터,I,353028.9634,192555.5829,동물병원
8151,동물병원,02_03_01_P,5670000,5.67E+17,2015-06-30,,3,폐업,2,055-246-6768,경상남도 창원시 마산합포구 3·15대로 270-2 (서성동),51732,국제 24시동물병원,I,342716.1681,190353.4321,동물병원
8152,동물병원,02_03_01_P,5670000,5.67E+17,2013-08-22,,3,폐업,2,055-246-6768,경상남도 창원시 마산합포구 3·15대로 270-2 (서성동),51732,국제종합동물병원,I,342716.1681,190353.4321,동물병원
8153,동물병원,02_03_01_P,5670000,5.67E+17,2013-09-04,,3,폐업,2,055-287-0075,경상남도 창원시 성산구 가음로 100 (가음동),51489,남창원동물병원,I,355023.6734,190749.9703,동물병원
8154,동물병원,02_03_01_P,5670000,5.67E+17,2016-08-05,,3,폐업,2,070-8884-7511,"경상남도 창원시 성산구 단정로 10, 3층 301호 (상남동, 이정빌딩)",51503,용 동물병원 메디컬센터,I,353028.9634,192555.5829,동물병원
8155,동물병원,02_03_01_P,5670000,5.67E+17,2016-10-10,,3,폐업,2,055-541-9002,"경상남도 창원시 진해구 충장로 407, 1층 (이동)",51664,펫츠원,I,354475.4222,184971.9634,동물병원
8156,동물병원,02_03_01_P,5670000,5.67E+17,2016-12-22,,3,폐업,2,055-261-5435,"경상남도 창원시 성산구 대정로 102, 1층 107호 (남양동, 개나리3차아파트)",51480,남양 종합 동물병원,I,355099.6715,191434.6751,동물병원
8157,동물병원,02_03_01_P,5670000,5.67E+17,2013-11-01,,3,폐업,2,055-246-6768,경상남도 창원시 마산합포구 3·15대로 270-2 (서성동),51732,국제종합동물병원,I,342716.1681,190353.4321,동물병원
8158,동물병원,02_03_01_P,5670000,5.67E+17,2014-04-22,,3,폐업,2,,경상남도 창원시 성산구 단정로 10 (상남동),51503,용 동물 메디컬 센터,I,353028.9634,192555.5829,동물병원
8159,동물병원,02_03_01_P,5670000,5.67E+17,2014-06-10,,3,폐업,2,055-275-7005,,,짱동물병원,I,,,동물병원
8160,동물병원,02_03_01_P,5670000,5.67E+17,2014-07-11,,3,폐업,2,055-246-6768,경상남도 창원시 마산합포구 3·15대로 270-2 (서성동),51732,국제종합동물병원,I,342716.1681,190353.4321,동물병원
8161,동물병원,02_03_01_P,5670000,5.67E+17,2014-11-06,,3,폐업,2,055-246-6768,경상남도 창원시 마산합포구 3·15대로 270-2 (서성동),51732,국제동물병원,I,342716.1681,190353.4321,동물병원
8162,동물병원,02_03_01_P,5670000,5.67E+17,2015-02-03,,3,폐업,2,,"경상남도 창원시 성산구 외리로34번길 27, 113동 103호 (성주동, 프리빌리지아파트)",51471,황제동물병원,I,355703.536,190632.1453,동물병원
8163,동물병원,02_03_01_P,5670000,5.67E+17,2018-01-12,,3,폐업,2,055-275-7585,"경상남도 창원시 성산구 단정로 10, 이정빌딩 301호 (상남동)",51503,용2차동물메디컬센터,I,353028.9634,192555.5829,동물병원
8164,동물병원,02_03_01_P,5360000,5.36E+17,2002-11-29,,3,폐업,2,352-5054,,,영남동물병원,I,,,동물병원
8165,동물병원,02_03_01_P,5360000,5.36E+17,2002-11-29,,3,폐업,2,352-6768,경상남도 밀양시 무안면 동부1길 10-1,50408,해동동물병원,U,349854.9613,220213.0787,동물병원
8166,동물병원,02_03_01_P,5360000,5.36E+17,2002-11-29,,3,폐업,2,,,,낙동가축병원,I,,,동물병원
8167,동물병원,02_03_01_P,5360000,5.36E+17,2011-05-26,,3,폐업,2,353-7588,경상남도 밀양시 삼문중앙로 15-14 (삼문동),,밀양 한우 동물병원,U,359096.628,221951.288,동물병원
8168,동물병원,02_03_01_P,5360000,5.36E+17,2013-10-28,,3,폐업,2,055-351-3827,경상남도 밀양시 상남면 상남로 1163,50449,범방동물병원,I,358947.4755,219216.5742,동물병원
8169,동물병원,02_03_01_P,5360000,5.36E+17,2014-10-28,,3,폐업,2,055-355-9985,경상남도 밀양시 상남면 고노실길 4,50449,보경동물병원,U,358916.9957,219125.3761,동물병원
8170,동물병원,02_03_01_P,3730000,3.73E+17,2003-10-23,,3,폐업,2,237-0175,,,보람동물병원,I,,,동물병원
8171,동물병원,02_03_01_P,3730000,3.73E+17,2006-09-07,,3,폐업,2,052-223-7335,울산광역시 울주군 범서읍 천상중앙길 61,44931,아프리카동물병원,I,402084.8291,231554.8545,동물병원
8172,동물병원,02_03_01_P,3730000,3.73E+17,2007-06-19,,3,폐업,2,052-248-7570,울산광역시 울주군 범서읍 대리2길 49,44922,삼성동물병원,U,403403.1408,232325.8818,동물병원
8173,동물병원,02_03_01_P,3730000,3.73E+17,2015-04-09,,3,폐업,2,052-224-7582,울산광역시 울주군 범서읍 울밀로 2826,44933,굴화종합동물병원,U,404599.58,231005.1679,동물병원
8174,동물병원,02_03_01_P,3730000,3.73E+17,2016-06-07,,3,폐업,2,,울산광역시 울주군 언양읍 헌양길 285,44944,수현동물병원,I,391253.7923,232023.4275,동물병원
8175,동물병원,02_03_01_P,5070000,5.07E+17,2018-07-27,,3,폐업,2,,"경상북도 안동시 서후면 명리두솔원길 5-8, 101동 402호 (학산아파트)",36616,태인동물병원(출장진료전문병원),U,347137.3842,344544.1232,동물병원
8176,동물병원,02_03_01_P,3550000,3.55E+17,1990-02-15,,3,폐업,2,,,,작전동물병원,I,,,동물병원
8177,동물병원,02_03_01_P,3550000,3.55E+17,1991-06-01,,3,폐업,2,543-5072,,,뽀삐동물병원,I,,,동물병원
8178,동물병원,02_03_01_P,3550000,3.55E+17,2005-06-04,,3,폐업,2,551-0975,인천광역시 계양구 오조산공원로 14 (계산동),,폭시펫동물병원,I,176616.6826,448616.4325,동물병원
8179,동물병원,02_03_01_P,3550000,3.55E+17,2005-11-17,,3,폐업,2,551-9008,"인천광역시 계양구 안남로 548 (효성동, 효성프라자 104호)",21097,한사랑동물병원,I,174401.5821,447781.7537,동물병원
8180,동물병원,02_03_01_P,3550000,3.55E+17,2006-10-23,,3,폐업,2,547-1357,"인천광역시 계양구 오조산공원로 14 (계산동,홈에버 4층)",,쿨팻동물병원,I,176616.6826,448616.4325,동물병원
8181,동물병원,02_03_01_P,3550000,3.55E+17,2006-12-22,,3,폐업,2,551-0975,"인천광역시 계양구 계양대로 27 (작전동,4층)",,도그플러스동물병원,I,175291.9823,447141.0412,동물병원
8182,동물병원,02_03_01_P,3550000,3.55E+17,2007-05-15,,3,폐업,2,554-3373,인천광역시 계양구 계양대로 111 (작전동),,하니동물병원,I,175377.7793,447975.9322,동물병원
8183,동물병원,02_03_01_P,3550000,3.55E+17,2007-06-11,,3,폐업,2,554-7579,"인천광역시 계양구 오조산공원로 14 (계산동,홈에버 2층)",,쿨펫동물병원,I,176616.6826,448616.4325,동물병원
8184,동물병원,02_03_01_P,3550000,3.55E+17,2009-05-12,,3,폐업,2,032-554-7579,"인천광역시 계양구 오조산공원로 14 (계산동, 홈플러스 2층)",21060,쿨펫동물병원,U,176616.6826,448616.4325,동물병원
8185,동물병원,02_03_01_P,3550000,3.55E+17,2009-07-01,,3,폐업,2,032-547-4788,인천광역시 계양구 경명대로 1091 (계산동),,AVC 동물병원,I,175906.7762,449094.8277,동물병원
8186,동물병원,02_03_01_P,3550000,3.55E+17,2010-12-03,,3,폐업,2,542-4647,,,펫츠나라동물병원,I,,,동물병원
